"impacto_presupuestario_anio","impacto_presupuestario_mes","jurisdiccion_id","jurisdiccion_desc","servicio_id"," servicio_desc","programa_id","programa_desc","ejercicio_presupuestario","subprograma_desc","proyecto_id","proyecto_desc","actividad_id","actividad_desc","obra_id","obra_desc","fuente_financiamiento_id_desc",,"clasificador_economico_8_digitos_id","clasificador_economico_8_digitos_desc","inciso_id","inciso_desc","principal_id","principal_desc","parcial_id","parcial_desc","subparcial_id","subparcial_desc","credito_presupuestado","credito_vigente","credito_devengado"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","2","Alquileres y Derechos","1","Alquiler de Edificios y Locales","0","Alquiler de Edificios y Locales","0","0","400"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","2","Alquileres y Derechos","4","Alquiler de Fotocopiadoras","0","Alquiler de Fotocopiadoras","311000","311000","0"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","2","Alquileres y Derechos","9","Otros N.E.P.","0","Otros N.E.P.","373200","373200","0"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","3","Mantenimiento, Reparación y Limpieza","1","Mantenimiento y Reparación de Edificios y Locales","0","Mantenimiento y Reparación de Edificios y Locales","0","0","253,3"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","3","Mantenimiento, Reparación y Limpieza","3","Mantenimiento y Reparación de Maquinaria y Equipo","0","Mantenimiento y Reparación de Maquinaria y Equipo","1478494","1478494","0"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","3","Mantenimiento, Reparación y Limpieza","5","Limpieza, Aseo y Fumigación","0","Limpieza, Aseo y Fumigación","426070","426070","0"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","4","Servicios Técnicos y Profesionales","2","Médicos y Sanitarios","0","Médicos y Sanitarios","31100","31100","0"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","4","Servicios Técnicos y Profesionales","9","Otros N.E.P.","0","Otros N.E.P.","373200","373200","0"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","5","Servicios Comerciales y Financieros","3","Imprenta, Publicaciones y Reproducciones","0","Imprenta, Publicaciones y Reproducciones","373200","373200","0"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","5","Servicios Comerciales y Financieros","5","Comisiones y Gastos Bancarios","0","Comisiones y Gastos Bancarios","105740","105740","0"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","1","Pasajes","0","Pasajes","777500","777500","3977,98"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","2","Viáticos","0","Viáticos","466500","466500","3517,28"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21222000","Servicios No Personales","3","Servicios No Personales","9","Otros Servicios","9","Otros N.E.P.","0","Otros N.E.P.","298560","298560","575"
"2019","6","40","Ministerio de Justicia y Derechos Humanos","332","Ministerio de Justicia y Derechos Humanos (Gastos Propios)","43","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","0","Afianzamiento de la Justicia como Valor - Justicia 2020","45","Apoyo a las Justicias Provinciales (PPG)","0","Afianzamiento de la Justicia como Valor - Justicia 2020","1.3 - Recursos con Afectación Específica",,"21723100","A los Gobiernos Provinciales","5","Transferencias","7","Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes","1","Transferencias a Gobiernos Provinciales","3001","Administración Central Provincial","56000000","2000000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21211000","Sueldos y Salarios","1","Gastos en Personal","1","Personal Permanente","1","Retribución del Cargo","0","Retribución del Cargo","4575331","5006328","2223112,71"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21211000","Sueldos y Salarios","1","Gastos en Personal","1","Personal Permanente","3","Retribuciones que no hacen al Cargo","0","Retribuciones que no hacen al Cargo","3643206","3643206","1839366,26"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21211000","Sueldos y Salarios","1","Gastos en Personal","1","Personal Permanente","4","Sueldo Anual Complementario","0","Sueldo Anual Complementario","774943","808578","429222,6"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21211000","Sueldos y Salarios","1","Gastos en Personal","1","Personal Permanente","7","Complementos","0","Complementos","621417","621417","330049,66"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21211000","Sueldos y Salarios","1","Gastos en Personal","2","Personal Temporario","3","Sueldo Anual Complementario","0","Sueldo Anual Complementario","0","0","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21211000","Sueldos y Salarios","1","Gastos en Personal","3","Servicios Extraordinarios","1","Retribuciones Extraordinarias","0","Retribuciones Extraordinarias","365539","365539","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21212000","Contribuciones Patronales","1","Gastos en Personal","1","Personal Permanente","6","Contribuciones Patronales","0","Contribuciones Patronales","2018994","2125494","1008564,93"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21213000","Prestaciones Sociales","1","Gastos en Personal","5","Asistencia Social al Personal","9","Otras Asistencias Sociales al Personal","0","Otras Asistencias Sociales al Personal","365539","365539","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","1","Productos Alimenticios, Agropecuarios y Forestales","1","Alimentos para Personas","0","Alimentos para Personas","28500","28500","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","2","Textiles y Vestuario","3","Confecciones Textiles","0","Confecciones Textiles","19000","19000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","1","Papel de Escritorio y Cartón","0","Papel de Escritorio y Cartón","475000","475000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","4","Productos de Papel y Cartón","0","Productos de Papel y Cartón","123500","123500","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","4","Productos de Cuero y Caucho","4","Cubiertas y Cámaras de Aire","0","Cubiertas y Cámaras de Aire","28500","28500","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","1","Compuestos Químicos","0","Compuestos Químicos","11000","11000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","2","Productos Farmacéuticos y Medicinales","0","Productos Farmacéuticos y Medicinales","2000","2000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","4","Insecticidas, Fumigantes y Otros","0","Insecticidas, Fumigantes y Otros","1900","1900","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","5","Tintas, Pinturas y Colorantes","0","Tintas, Pinturas y Colorantes","214500","214500","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","6","Combustibles y Lubricantes","0","Combustibles y Lubricantes","89000","89000","3120"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","8","Productos de Material Plástico","0","Productos de Material Plástico","28500","28500","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","9","Otros N.E.P.","0","Otros N.E.P.","3800","3800","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","6","Productos de Minerales No Metálicos","2","Productos de Vidrio","0","Productos de Vidrio","1900","1900","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","6","Productos de Minerales No Metálicos","3","Productos de Loza y Porcelana","0","Productos de Loza y Porcelana","26600","26600","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","6","Productos de Minerales No Metálicos","5","Cemento, Cal y Yeso","0","Cemento, Cal y Yeso","1000","1000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","7","Productos Metálicos","1","Productos Ferrosos","0","Productos Ferrosos","19000","19000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","7","Productos Metálicos","5","Herramientas Menores","0","Herramientas Menores","5000","5000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","7","Productos Metálicos","9","Otros N.E.P.","0","Otros N.E.P.","5700","5700","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","1","Elementos de Limpieza","0","Elementos de Limpieza","126000","126000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","2","Utiles de Escritorio, Oficina y Enseñanza","0","Utiles de Escritorio, Oficina y Enseñanza","275000","275000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","3","Utiles y Materiales Eléctricos","0","Utiles y Materiales Eléctricos","19000","19000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","4","Utensilios de Cocina y Comedor","0","Utensilios de Cocina y Comedor","3000","3000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","6","Repuestos y Accesorios","0","Repuestos y Accesorios","185000","185000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","9","Otros N.E.P.","0","Otros N.E.P.","7600","7600","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","1","Servicios Básicos","1","Energía Eléctrica","0","Energía Eléctrica","317000","317000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","1","Servicios Básicos","2","Agua","0","Agua","260000","260000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","1","Servicios Básicos","3","Gas","0","Gas","230000","230000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","1","Servicios Básicos","4","Teléfonos, Télex y Telefax","0","Teléfonos, Télex y Telefax","141000","141000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","2","Alquileres y Derechos","1","Alquiler de Edificios y Locales","0","Alquiler de Edificios y Locales","57000","57000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","2","Alquileres y Derechos","2","Alquiler de Maquinaria, Equipo y Medios de Transporte","0","Alquiler de Maquinaria, Equipo y Medios de Transporte","7000","7000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","2","Alquileres y Derechos","4","Alquiler de Fotocopiadoras","0","Alquiler de Fotocopiadoras","95000","95000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","2","Alquileres y Derechos","9","Otros N.E.P.","0","Otros N.E.P.","2000","2000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","3","Mantenimiento, Reparación y Limpieza","1","Mantenimiento y Reparación de Edificios y Locales","0","Mantenimiento y Reparación de Edificios y Locales","760000","760000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","3","Mantenimiento, Reparación y Limpieza","2","Mantenimiento y Reparación de Vehículos","0","Mantenimiento y Reparación de Vehículos","207000","207000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","3","Mantenimiento, Reparación y Limpieza","3","Mantenimiento y Reparación de Maquinaria y Equipo","0","Mantenimiento y Reparación de Maquinaria y Equipo","31000","31000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","3","Mantenimiento, Reparación y Limpieza","5","Limpieza, Aseo y Fumigación","0","Limpieza, Aseo y Fumigación","2000","2000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","3","Mantenimiento, Reparación y Limpieza","9","Otros N.E.P.","0","Otros N.E.P.","35000","35000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","4","Servicios Técnicos y Profesionales","5","De Capacitación","0","De Capacitación","15000","15000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","4","Servicios Técnicos y Profesionales","6","De Informática y Sistemas Computarizados","0","De Informática y Sistemas Computarizados","15000","15000","0"
"2019","6","41","Ministerio de Seguridad","326","Policía Federal Argentina","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Acciones por la Equidad de Género (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","4","Servicios Técnicos y Profesionales","9","Otros N.E.P.","0","Otros N.E.P.","4000","4000","0"
